# Feature selection method: MIC
# The features were ranked according to their importance, the topper the more important the feature is
=======================
feature	MIC-value
SeqPos.6.SUEM840102	0.002
SeqPos.7.OOBM770103	0.002
SeqPos.7.AURR980112	0.002
SeqPos.7.ROSM880102	0.002
SeqPos.1.FAUJ880110	0.002
SeqPos.6.MUNV940104	0.002
SeqPos.1.GARJ730101	0.002
SeqPos.3.OOBM850102	0.002
SeqPos.8.KLEP840101	0.002
SeqPos.3.NAKH920104	0.002
SeqPos.7.NADH010101	0.002
SeqPos.3.BUNA790103	0.002
SeqPos.5.GEOR030109	0.002
SeqPos.3.FAUJ880102	0.002
SeqPos.6.LEVM760104	0.002
SeqPos.7.OOBM770105	0.002
SeqPos.6.QIAN880135	0.002
SeqPos.3.ROSM880103	0.002
SeqPos.2.BASU050102	0.002
SeqPos.6.WERD780101	0.002
SeqPos.3.KHAG800101	0.002
SeqPos.3.AURR980119	0.002
SeqPos.3.KRIW710101	0.002
SeqPos.3.FAUJ880103	0.002
SeqPos.7.ROBB760106	0.002
SeqPos.5.AURR980110	0.002
SeqPos.2.NAGK730103	0.002
SeqPos.7.JANJ780102	0.002
SeqPos.5.MONM990201	0.002
SeqPos.9.YUTK870103	0.002
SeqPos.2.CIDH920101	0.002
SeqPos.2.JUKT750101	0.002
SeqPos.5.FAUJ880110	0.002
SeqPos.2.CHAM830106	0.002
SeqPos.2.MAXF760105	0.002
SeqPos.4.BLAM930101	0.002
SeqPos.3.RICJ880114	0.002
SeqPos.3.CHAM820101	0.002
SeqPos.7.FAUJ880112	0.002
SeqPos.8.MUNV940101	0.002
SeqPos.7.MIYS990104	0.002
SeqPos.6.FINA910104	0.002
SeqPos.3.PONP800108	0.002
SeqPos.7.LEVM760107	0.002
SeqPos.1.KIMC930101	0.002
SeqPos.4.RICJ880115	0.002
SeqPos.9.ROBB760111	0.002
SeqPos.9.CHOP780213	0.002
SeqPos.5.NAKH900105	0.002
SeqPos.5.CHOP780201	0.002
SeqPos.1.NAKH900105	0.002
SeqPos.7.GEOR030109	0.002
SeqPos.7.AURR980109	0.002
SeqPos.7.OOBM770104	0.002
SeqPos.7.VASM830103	0.002
SeqPos.3.QIAN880136	0.002
SeqPos.7.RADA880101	0.002
SeqPos.6.CORJ870105	0.002
SeqPos.6.MANP780101	0.002
SeqPos.7.NAKH920105	0.002
SeqPos.7.ZIMJ680103	0.002
SeqPos.7.JANJ790102	0.002
SeqPos.6.NAKH900112	0.002
SeqPos.7.JANJ790101	0.002
SeqPos.3.PALJ810106	0.002
SeqPos.6.KIDA850101	0.002
SeqPos.7.PONP800102	0.002
SeqPos.7.EISD840101	0.002
SeqPos.7.AURR980104	0.002
SeqPos.5.WILM950103	0.002
SeqPos.7.NAKH920108	0.002
SeqPos.2.MUNV940105	0.002
SeqPos.4.MAXF760104	0.002
SeqPos.4.TANS770109	0.002
SeqPos.9.MONM990101	0.002
SeqPos.7.PALJ810115	0.002
SeqPos.7.NAKH900101	0.002
SeqPos.5.EISD840101	0.002
SeqPos.3.RACS820112	0.002
SeqPos.7.CHAM830105	0.002
SeqPos.4.WERD780103	0.002
SeqPos.7.QIAN880135	0.002
SeqPos.1.TANS770107	0.002
SeqPos.4.VENT840101	0.002
SeqPos.7.ROSM880101	0.002
SeqPos.7.FAUJ880102	0.002
SeqPos.6.AURR980116	0.002
SeqPos.2.ONEK900102	0.002
SeqPos.8.TANS770104	0.002
SeqPos.2.MEIH800101	0.002
SeqPos.6.QIAN880122	0.002
SeqPos.7.GARJ730101	0.002
SeqPos.4.GEOR030109	0.002
SeqPos.9.RICJ880106	0.002
SeqPos.6.OOBM770105	0.002
SeqPos.4.TANS770104	0.002
SeqPos.3.QIAN880137	0.002
SeqPos.6.YUTK870103	0.002
SeqPos.3.CHOP780101	0.002
SeqPos.6.ROBB760107	0.002
SeqPos.7.ISOY800105	0.002
SeqPos.3.CHOP780213	0.002
SeqPos.6.FINA910101	0.002
SeqPos.3.YUTK870104	0.002
SeqPos.6.ONEK900101	0.002
SeqPos.2.RICJ880117	0.002
SeqPos.6.BUNA790103	0.002
SeqPos.6.BLAM930101	0.002
SeqPos.8.MONM990201	0.002
SeqPos.1.ROBB760103	0.002
SeqPos.2.FASG760102	0.002
SeqPos.6.WERD780103	0.002
SeqPos.7.FASG760103	0.002
SeqPos.5.FAUJ880109	0.002
SeqPos.7.MAXF760105	0.002
SeqPos.4.ISOY800104	0.002
SeqPos.1.NAKH900113	0.002
SeqPos.6.ARGP820103	0.002
SeqPos.7.KUMS000103	0.002
SeqPos.7.PRAM820102	0.002
SeqPos.7.VINM940103	0.002
SeqPos.6.ONEK900102	0.002
SeqPos.4.LEVM760103	0.002
SeqPos.6.LEVM760103	0.002
SeqPos.7.NAKH900111	0.002
SeqPos.2.FAUJ880112	0.002
SeqPos.1.BLAM930101	0.002
SeqPos.7.YUTK870103	0.002
SeqPos.6.MAXF760105	0.002
SeqPos.7.MUNV940104	0.002
SeqPos.3.ZASB820101	0.002
SeqPos.2.QIAN880111	0.002
SeqPos.6.NAKH920105	0.002
SeqPos.7.WILM950102	0.002
SeqPos.6.MONM990101	0.002
SeqPos.9.TANS770109	0.002
SeqPos.3.RICJ880106	0.002
SeqPos.2.CHAM830108	0.002
SeqPos.7.FAUJ880106	0.002
SeqPos.7.PALJ810112	0.001
SeqPos.6.TANS770107	0.001
SeqPos.6.JANJ790101	0.001
SeqPos.3.YUTK870103	0.001
SeqPos.8.CHAM830104	0.001
SeqPos.5.EISD860102	0.001
SeqPos.2.BUNA790103	0.001
SeqPos.5.YUTK870104	0.001
SeqPos.1.ONEK900102	0.001
SeqPos.1.FINA910104	0.001
SeqPos.7.KYTJ820101	0.001
SeqPos.7.JOND920101	0.001
SeqPos.7.LEVM780102	0.001
SeqPos.7.PRAM900103	0.001
SeqPos.2.AURR980117	0.001
SeqPos.2.CHAM830104	0.001
SeqPos.6.RACS820112	0.001
SeqPos.3.CHOP780215	0.001
SeqPos.2.FASG760103	0.001
SeqPos.1.FINA910101	0.001
SeqPos.6.CHOP780213	0.001
SeqPos.7.NAKH900112	0.001
SeqPos.6.KYTJ820101	0.001
SeqPos.8.BLAM930101	0.001
SeqPos.1.LEVM760103	0.001
SeqPos.6.PONP930101	0.001
SeqPos.2.FINA910101	0.001
SeqPos.3.TANS770104	0.001
SeqPos.7.QIAN880136	0.001
SeqPos.9.ISOY800108	0.001
SeqPos.4.MUNV940105	0.001
SeqPos.8.LEVM760101	0.001
SeqPos.7.CHAM830101	0.001
SeqPos.7.FUKS010108	0.001
SeqPos.8.ONEK900102	0.001
SeqPos.8.LEVM760103	0.001
SeqPos.5.AURR980102	0.001
SeqPos.1.MONM990201	0.001
SeqPos.7.OOBM850101	0.001
SeqPos.8.LEVM760107	0.001
SeqPos.6.FINA910103	0.001
SeqPos.6.OLSK800101	0.001
SeqPos.7.QIAN880116	0.001
SeqPos.6.DAWD720101	0.001
SeqPos.6.PALJ810111	0.001
SeqPos.7.CHAM830106	0.001
SeqPos.3.ISOY800104	0.001
SeqPos.8.HOPT810101	0.001
SeqPos.3.MUNV940104	0.001
SeqPos.8.FAUJ880112	0.001
SeqPos.6.NAKH900113	0.001
SeqPos.5.OOBM770101	0.001
SeqPos.3.CHAM830105	0.001
SeqPos.4.RACS820109	0.001
SeqPos.7.MIYS850101	0.001
SeqPos.6.QIAN880108	0.001
SeqPos.5.RADA880104	0.001
SeqPos.6.GARJ730101	0.001
SeqPos.7.CHAM810101	0.001
SeqPos.6.FAUJ880107	0.001
SeqPos.9.BUNA790103	0.001
SeqPos.6.ISOY800108	0.001
SeqPos.4.ZIMJ680103	0.001
SeqPos.3.WOLS870102	0.001
SeqPos.6.CHAM830105	0.001
SeqPos.7.QIAN880104	0.001
SeqPos.2.AURR980118	0.001
SeqPos.4.FAUJ880105	0.001
SeqPos.6.GRAR740101	0.001
SeqPos.7.CHAM830104	0.001
SeqPos.3.BEGF750103	0.001
SeqPos.6.FUKS010108	0.001
SeqPos.7.PTIO830101	0.001
SeqPos.2.BEGF750102	0.001
SeqPos.1.CHAM830104	0.001
SeqPos.7.ROBB760104	0.001
SeqPos.1.CHAM830108	0.001
SeqPos.9.CHAM830105	0.001
SeqPos.7.FUKS010112	0.001
SeqPos.2.MUNV940104	0.001
SeqPos.8.CHAM830105	0.001
SeqPos.9.FINA910104	0.001
SeqPos.5.CHAM830107	0.001
SeqPos.6.PARS000102	0.001
SeqPos.5.VENT840101	0.001
SeqPos.4.RICJ880106	0.001
SeqPos.8.ZIMJ680103	0.001
SeqPos.4.BUNA790101	0.001
SeqPos.4.FINA910102	0.001
SeqPos.6.BUNA790101	0.001
SeqPos.6.FINA910102	0.001
SeqPos.5.CHAM830104	0.001
SeqPos.7.CHOP780213	0.001
SeqPos.7.CHOP780203	0.001
SeqPos.6.CHAM830103	0.001
SeqPos.7.QIAN880132	0.001
SeqPos.6.CHAM830107	0.001
SeqPos.7.GEOR030102	0.001
SeqPos.4.ISOY800108	0.001
SeqPos.7.RADA880108	0.001
SeqPos.7.QIAN880101	0.001
SeqPos.3.GARJ730101	0.001
SeqPos.7.GEIM800108	0.001
SeqPos.6.MAXF760104	0.001
SeqPos.1.BEGF750101	0.001
SeqPos.7.QIAN880134	0.001
SeqPos.2.CHAM830105	0.001
SeqPos.4.FAUJ880111	0.001
SeqPos.9.BLAM930101	0.001
SeqPos.3.EISD860103	0.001
SeqPos.1.VENT840101	0.001
SeqPos.3.MAXF760105	0.001
SeqPos.7.ISOY800104	0.001
SeqPos.2.FAUJ880105	0.001
SeqPos.7.NAKH900107	0.001
SeqPos.8.CHAM830106	0.001
SeqPos.7.NAKH900105	0.001
SeqPos.5.JACR890101	0.001
SeqPos.7.MEIH800102	0.001
SeqPos.7.NADH010103	0.001
SeqPos.2.LEVM760103	0.001
SeqPos.2.VENT840101	0.001
SeqPos.9.RACS820110	0.001
SeqPos.3.MONM990201	0.001
SeqPos.9.CHAM830108	0.001
SeqPos.7.ONEK900102	0.001
SeqPos.9.CHAM830107	0.001
SeqPos.9.KLEP840101	0.001
SeqPos.7.FAUJ880105	0.001
SeqPos.7.QIAN880109	0.001
SeqPos.1.CHAM830107	0.001
SeqPos.6.GUYH850102	0.000
SeqPos.9.MUNV940105	0.000
SeqPos.3.CHAM830104	0.000
SeqPos.6.MONM990201	0.000
SeqPos.8.BUNA790101	0.000
SeqPos.8.FINA910102	0.000
SeqPos.9.ONEK900102	0.000
SeqPos.7.CORJ870108	0.000
SeqPos.1.BUNA790101	0.000
SeqPos.1.FINA910102	0.000
SeqPos.9.LEVM760103	0.000
SeqPos.7.CHAM830103	0.000
SeqPos.9.FAUJ880111	0.000
SeqPos.7.EISD860103	0.000
SeqPos.3.FAUJ880112	0.000
SeqPos.8.VENT840101	0.000
SeqPos.7.MONM990101	0.000
SeqPos.7.KIMC930101	0.000
SeqPos.7.LEVM760103	0.000
SeqPos.9.ZIMJ680103	0.000
SeqPos.7.QIAN880108	0.000
SeqPos.5.KLEP840101	0.000
SeqPos.5.BUNA790101	0.000
SeqPos.5.FINA910102	0.000
SeqPos.4.FAUJ880112	0.000
SeqPos.4.CHAM830108	0.000
SeqPos.7.BUNA790101	0.000
SeqPos.7.FINA910102	0.000
SeqPos.6.VENT840101	0.000
SeqPos.7.FAUJ880111	0.000
SeqPos.7.ROSG850102	0.000
SeqPos.2.BUNA790101	0.000
SeqPos.2.FINA910102	0.000
SeqPos.9.CHAM830104	0.000
SeqPos.8.CHAM830108	0.000
SeqPos.6.KLEP840101	0.000
SeqPos.2.CHAM830107	0.000
SeqPos.3.LEVM760103	0.000
SeqPos.9.FAUJ880112	0.000
SeqPos.3.CHAM830107	0.000
SeqPos.1.ZIMJ680103	0.000
SeqPos.6.FAUJ880111	0.000
SeqPos.6.FAUJ880112	0.000
SeqPos.2.CHAM830103	0.000
SeqPos.5.FAUJ880112	0.000
SeqPos.1.FAUJ880111	0.000
SeqPos.9.BUNA790101	0.000
SeqPos.9.FINA910102	0.000
SeqPos.9.VENT840101	0.000
SeqPos.7.CHAM830108	0.000
SeqPos.5.ZIMJ680103	0.000
SeqPos.3.BUNA790101	0.000
SeqPos.3.FINA910102	0.000
SeqPos.5.YUTK870103	0.000
SeqPos.1.KLEP840101	0.000
SeqPos.7.VENT840101	0.000
SeqPos.1.FAUJ880112	0.000
SeqPos.7.MONM990201	0.000
SeqPos.3.CHAM830108	0.000
SeqPos.6.CHAM830108	0.000
SeqPos.3.VENT840101	0.000
SeqPos.6.CHAM830104	0.000
SeqPos.4.CHAM830107	0.000
SeqPos.5.FAUJ880111	0.000
SeqPos.4.MONM990201	0.000
SeqPos.6.ZIMJ680103	0.000
